"ummongo nomthelela weadhd neadd silusapho nyanda likhona isizo labentwana abatshwenywa bulwele bamadlharuma nokungabi nendlebe.
","ulwazi olubanzi nge adhd neadd silusapho nyanda lukhona uncedo lwabantwana abanesifo seattention deficit hyperactivity disorder.
"
"lokha umntwana na kanobulwele bama dlharuma noku ngabi nendlebe (iadhd) nofana bokutlhayelelwa kulalela (iadd), bungelatjhwa ubujamobu njengombana bungaba nemithelela engasimihle kwasafuthi emaphilweni wabo.
","ukuba umntwa na onesifo seadhd) okanye iattention deficit disor der (iadd) akanya ngwa, ezi zifo zingenza umonakalo onzulu empilweni yakhe.
"
"lokhu kumbono kadorh.
","ezi zimbono zikagq khatija jhazbhay, owongamele icandelo lengqondo labantwana nabafikisayo kwisibhedlele itownhill epietermaritzburg, kwazulunatal.
"
"ukhatija jhazbhay, oyihloko yeyunithi yabentwana nokululeka ngomkhumbulo etownhill hospital, esemgungundlovu, kwazulunatala.
","uyacacisa ukuba njengabantu abadala, aba bantwana basenokuba semngciphekweni omkhulu wokuhlaselwa zezinye izifo zengqondo, ezinjengexhala kunye nokudakumba komphefumlo, futhi basenokusebenzisa iziyobisi.
"
"wahlathulula bonyana njengabantu abadala, abentwanaba nasele bakhulile bangaba sengozini yasafuthi yamalwele womkhubulo, njengokwethukwa nokugandeleleka komkhumbulo, kanti bangasebenzisa imitjhoga butjhwileni.
","iadhd kunye neadd zichaphazela indlela abaqhuba ngayo abantwana kwizifundo zabo kwaye le ngxaki banayo inokubacaphukisa abanye abantu.
"
"iadhd neadd ziqintelisa abentwana ukuragela phambili kezefundo kanti nokuziphatha kwabo kungatlhoriya abanye abentwana.
","abantwana abanezi ngxaki basenokungathandwa, bangene engxakini futhi bathande ukwenza izinto eziyingozi.
"
"abentwanaba bangahloywa, bahlale basemrarweni godu kulula nokulimala kibo.
","""iimeko zomntwana ngamnye zahlukile kwaye ziyakhula, ngoko ke kubalulekile ukwenza uvavanyo oluthe vetshe lwengqondo ukuze ubone ezinye izinto ezinokuba nefuthe kwindlela abakhula ngayo, kunye nezo ziluncedo kunokwakhelwa kuzo ukubanceda ukufikelela kubuchule babo obugcweleyo,"" utsho ugq jhazbhay.
"
"""ubujamo bomntwana ngamunye buhlukile godu buyatjhuguluka, ngalokhoke kuqakathekile ukuhlolisisa kubonwe abanye abonobangela abangaba nomthelela ekukhuleni kwabo, kunye namandla wabo angakhelela ukubasiza ukusebenzisa amakghonwabo ngokuzeleko,"" kwatjho udorh.
","uyachaza ukuba iadhd kunye neadd sisifo sokuphazamiseka kwemithamboluvo esithi sibangele ukuba umntwana aziphathe ngendlela engafanelekanga, efana nokungahoyi.
"
"jhazbhay.
","oku kubonakala ngendlela: yokwenza iimpazamo ezingenamsebenzi yokungagqibi imisebenzi yokulahlekelwa zizinto yokuphazamiseka lula nokulibalaimizekelo yokuphazamiseka okanye yokuba sisingxami iquka: ukungqunga ukubetha izandla okanye iinyawo ukujubalaza esihlalweni sabo ukukhwaza iimpendulo nokuphakama xa kulinde leke ukuba uhlale phantsi.
"
"wahlathulula bonyana iadhd neadd malwele aphazamisa imizwa okudala ubudisi beminyakazo nokuziphatha, okufana nokungalaleli.
","""iimpawu zibonakala kwiindawo ezahlukahlukeneyo – ekhaya, esikolweni, xa enabahlobo okanye ngexesha esenza eminye imisebenzi – kwaye ziphazamisa indlela anxibelelana ngayo ekuhlaleni, emsebenzini okanye esikolweni.
"
