"thekgo ya balwetši e bohlokwa go lwantšha tb dale hes protšeke ya afrika borwa ya bolwetši bja mafahla (tb) yeo e šomago mmogo le etšensi ya amerika ya tlhabollo ya boditšhabatšhaba (usaid) e laeditše bohlatse bja go ba mohlala wo mokaonekaone wa ka fao mmušo, batho setšhabeng le mekgatlo yeo e sego ya mmušo (dingo) di ka šomago mmogo go lwantšha tb ka go abela balwetši thekgo ye maleba.
","kusekelwa kwetigulane kumcoka ekulweni netb dale hes lomklamo weus aid wesifo sesifuba eningizimu afrika ukhomba kuba sibonelo lesikahle sekutsi hulumende, imimmango kanye ne mango bangasebentisana njani kulwa nesifo sesifuba (itb) ngekwesekela tigu lane ngalokufanele.
"
"afrika borwa e tšeere maemo a boetapele twantšhong ya tb lefaseng ka bophara, ebile us aid e tšeere kgato ya go fana ka thušo.
","iningizimu afrika itsetse sincumo sekuba ngumholi kulemphi yemhlaba wonkhe yekulwa netb, futsi iejensi yasemelika yekutfutfukisa emave emhlaba (iusaid) nayo ingenele kute isite.
"
"protšeke ye ya mengwaga ye mehlano, yeo e thomilwego ka 2016, e gare e phethagatšwa ka tšhomišano le kgoro ya bosetšhaba ya maphelo mo diprofenseng tše seswai tša afrika borwa.
","lomklamo weminyaka lesihlanu, locale ngemnyaka we2016, wentiwa ngekubambisana nelitiko lavelonkhe letemphilo etifundzeni taseningizimu afrika leti siphohlongo.
"
"tše dingwe tša dikarolo tše bohlokwahlokwa tša protšeke ye ke go thekga dingo tšeo di ikagilego setšhabeng.
","kunye kwaletincenye letimcoka kakhulu talomklamo kusekela emango lasekela ummango.
"
"protšeke ye e fana ka thekgo ya tšhe lete go dingo tše 21 tšeo di thekgilego balwetši ba go feta 3 500, ba bantši ba bona ba tšwa dinagamagaeng.
","lomklamo unika emango lange21 lasekele tigulane letingetulu kwale3500 imali, linyenti lato lisemaphandleni.
"
"mosamaria profenseng ya foreisetatakua mangaung, mosamaria ke ye nngwe ya dingo tšeo di amogetšego thekgo ya tšhelete go tšwa protšekeng ye.
","mosamoria efreyistataimosamaria yasemangaung, ingulenye yemango latfole imali kulumklamo.
"
"mokgatlo wo o nale sehlopha sa badiredi ba maphelo go tšwa setšhabeng, molaodi wa pro tšeke le motlanyatshedimošo bao ka moka ba šomago ka thata go netefatša gore balwetši ba latela dikalafo tša bona gore ba kgone go fola mo lebakeng la dikgwedi tše tshela.
","lenhlan gano inelicembu letisebenti temmango tetemphilo, umphatsi wemklamo kanye nesisebenti lesitsatsa imininingwane, bonk he basebenta kucinisekisa kutsi tigulane titfola kwelashwa kute tiphile ngesikhatsi lesitinyanga letisitfupha.
"
"""re thwetše bahlokomedi ba go fihla 74 mo protšekeng ye.
","""sicashe banakekeli la bange74 kulomklamo.
"
"mathomong re be re šoma ka balwetši ba 200, ke moka ra hlatlogela go balwetši ba 400, ebile mo kontrakeng ya rena ya bjale re nale balwetši ba 500 bao re šomago le bona tšatši ka tšatši.
","eku caleni besisebenta ngetigulane letinge200, tabese tiba nge400, kantsi kulenkontileka yetfu yanyalo sinetigulane letinge500 lesisebenta ngato onkhe emalanga.
"
"balwetši ba ba fetišetšwa go rena ge go kgonthišišitšwe gore ba swerwe ke tb go tšwa dikliniking tše senyane tša go fapafapana mo mmasepaleng wa metsesetoropo wa mangaung,"" a realo motsamaiši wa mosamaria e bago trudie harrison.
","letigulane titfunyelwa kitsi uma kutfolaka la kutsi tinetb emitfolamphilo lehlukahlune leyimfica yelidolobhakati imangaung,"" kusho umchumanisi wemosa maria trudie harrison.
"
